"","Participant","SubjAge","SubjEnglish","SubjGender","Condition","List","PSA","Story","Name","Job","Pet","Pronoun","M_Type","M_Response","M_Acc","P_Text","P_Response","P_Acc"
"1354","38","27","Fully competent in speaking, listening, reading, and writing, but not native","male","psa","psa_3","1","0","Kevin","doctor","fish","he/him","pet","fish",1,NA,NA,NA
"1355","38","27","Fully competent in speaking, listening, reading, and writing, but not native","male","psa","psa_3","1","0","Kevin","doctor","fish","he/him","pronoun","he/him",1,"he took a shower","he/him",1
"1356","38","27","Fully competent in speaking, listening, reading, and writing, but not native","male","psa","psa_3","1","0","Brian","mechanic","dog","they/them","job","Uber driver",0,NA,NA,NA
"1357","38","27","Fully competent in speaking, listening, reading, and writing, but not native","male","psa","psa_3","1","0","Brian","mechanic","dog","they/them","pet","cat",0,NA,NA,NA
"1358","38","27","Fully competent in speaking, listening, reading, and writing, but not native","male","psa","psa_3","1","0","Brian","mechanic","dog","they/them","pronoun","they/them",1,"and made dinner","none",0
"1359","38","27","Fully competent in speaking, listening, reading, and writing, but not native","male","psa","psa_3","1","0","Amanda","engineer","dog","they/them","job","mechanic",0,NA,NA,NA
"1360","38","27","Fully competent in speaking, listening, reading, and writing, but not native","male","psa","psa_3","1","0","Amanda","engineer","dog","they/them","pet","dog",1,NA,NA,NA
"1361","38","27","Fully competent in speaking, listening, reading, and writing, but not native","male","psa","psa_3","1","0","Amanda","engineer","dog","they/them","pronoun","she/her",0,"they went to bed","they/them",1
"1362","38","27","Fully competent in speaking, listening, reading, and writing, but not native","male","psa","psa_3","1","0","Jessica","teacher","fish","she/her","job","IT",0,NA,NA,NA
"1363","38","27","Fully competent in speaking, listening, reading, and writing, but not native","male","psa","psa_3","1","0","Jessica","teacher","fish","she/her","pet","fish",1,NA,NA,NA
"1364","38","27","Fully competent in speaking, listening, reading, and writing, but not native","male","psa","psa_3","1","0","Jessica","teacher","fish","she/her","pronoun","she/her",1,"she prepare pies","she/her",1
"1365","38","27","Fully competent in speaking, listening, reading, and writing, but not native","male","psa","psa_3","1","0","Michael","salesperson","cat","he/him","job","mechanic",0,NA,NA,NA
"1366","38","27","Fully competent in speaking, listening, reading, and writing, but not native","male","psa","psa_3","1","0","Michael","salesperson","cat","he/him","pet","cat",1,NA,NA,NA
"1367","38","27","Fully competent in speaking, listening, reading, and writing, but not native","male","psa","psa_3","1","0","Michael","salesperson","cat","he/him","pronoun","he/him",1,"and took a shower","none",0
"1368","38","27","Fully competent in speaking, listening, reading, and writing, but not native","male","psa","psa_3","1","0","Daniel","IT","cat","he/him","job","doctor",0,NA,NA,NA
"1369","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Laura","accountant","cat","she/her","job","IT",0,NA,NA,NA
"1370","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Laura","accountant","cat","she/her","pet","fish",0,NA,NA,NA
"1371","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Laura","accountant","cat","she/her","pronoun","she/her",1,"they played video games on Xbox.","they/them",0
"1372","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Brian","mechanic","dog","they/them","pet","cat",0,NA,NA,NA
"1373","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Brian","mechanic","dog","they/them","pronoun","they/them",1,"they had an argument with their husband.","they/them",1
"1374","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Amanda","engineer","dog","they/them","job","engineer",1,NA,NA,NA
"1375","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Brian","mechanic","dog","they/them","job","mechanic",1,NA,NA,NA
"1376","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Amanda","engineer","dog","they/them","pronoun","they/them",1,"they tried a new pasta recipe.","they/them",1
"1377","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Kevin","doctor","fish","he/him","job","nurse",0,NA,NA,NA
"1378","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Kevin","doctor","fish","he/him","pet","dog",0,NA,NA,NA
"1379","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Kevin","doctor","fish","he/him","pronoun","he/him",1,"they went out for an evening jog.","they/them",0
"1380","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Stephanie","janitor","fish","she/her","job","janitor",1,NA,NA,NA
"1381","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Stephanie","janitor","fish","she/her","pet","fish",1,NA,NA,NA
"1382","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Stephanie","janitor","fish","she/her","pronoun","she/her",1,"they took off their makeup.","they/them",0
"1383","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Daniel","IT","cat","he/him","job","food service",0,NA,NA,NA
"1384","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Daniel","IT","cat","he/him","pet","cat",1,NA,NA,NA
"1385","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Daniel","IT","cat","he/him","pronoun","he/him",1,"they had dinner with their child.","they/them",0
"1386","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Jessica","teacher","fish","she/her","job","accountant",0,NA,NA,NA
"1387","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Jessica","teacher","fish","she/her","pet","fish",1,NA,NA,NA
"1388","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Jessica","teacher","fish","she/her","pronoun","they/them",0,"they took a shower.","they/them",0
"1389","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Michael","salesperson","cat","he/him","job","retail",0,NA,NA,NA
"1390","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Michael","salesperson","cat","he/him","pet","cat",1,NA,NA,NA
"1391","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Michael","salesperson","cat","he/him","pronoun","he/him",1,"they ordered Chinese food for delivery.","they/them",0
"1392","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Emily","Uber driver","fish","they/them","job","Uber driver",1,NA,NA,NA
"1393","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Emily","Uber driver","fish","they/them","pet","dog",0,NA,NA,NA
"1394","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Emily","Uber driver","fish","they/them","pronoun","she/her",0,"they watched Netflix with their wife.","they/them",1
"1395","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Melissa","retail","dog","she/her","job","sales",0,NA,NA,NA
"1396","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Melissa","retail","dog","she/her","pet","fish",0,NA,NA,NA
"1397","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Melissa","retail","dog","she/her","pronoun","she/her",1,"they watched a movie with their boyfriend.","they/them",0
"1398","39","35","Native (learned from birth)","male","psa","psa_3","1","0","James","nurse","dog","he/him","job","teacher",0,NA,NA,NA
"1399","39","35","Native (learned from birth)","male","psa","psa_3","1","0","James","nurse","dog","he/him","pet","dog",1,NA,NA,NA
"1400","39","35","Native (learned from birth)","male","psa","psa_3","1","0","James","nurse","dog","he/him","pronoun","he/him",1,"they went to sleep right away.","they/them",0
"1401","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Andrew","food service","cat","they/them","job","nurse",0,NA,NA,NA
"1402","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Andrew","food service","cat","they/them","pet","fish",0,NA,NA,NA
"1403","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Andrew","food service","cat","they/them","pronoun","he/him",0,"they cooked dinner for their husband.","they/them",1
"1404","39","35","Native (learned from birth)","male","psa","psa_3","1","0","Amanda","engineer","dog","they/them","pet","fish",0,NA,NA,NA
"1405","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Michael","salesperson","cat","he/him","pet","cat",1,NA,NA,NA
"1406","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Michael","salesperson","cat","he/him","pronoun","he/him",1,"he decided to kick back and watch tv.","he/him",1
"1407","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Andrew","food service","cat","they/them","job","food service",1,NA,NA,NA
"1408","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Andrew","food service","cat","they/them","pet","cat",1,NA,NA,NA
"1409","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Andrew","food service","cat","they/them","pronoun","he/him",0,"they decided to do the needed house repairs.","they/them",1
"1410","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Brian","mechanic","dog","they/them","job","doctor",0,NA,NA,NA
"1411","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Brian","mechanic","dog","they/them","pet","dog",1,NA,NA,NA
"1412","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Brian","mechanic","dog","they/them","pronoun","they/them",1,"they enjoyed a homemade dinner.","they/them",1
"1413","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Kevin","doctor","fish","he/him","job","doctor",1,NA,NA,NA
"1414","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Kevin","doctor","fish","he/him","pet","fish",1,NA,NA,NA
"1415","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Kevin","doctor","fish","he/him","pronoun","he/him",1,"he decided to take a nice warm bath.","he/him",1
"1416","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Stephanie","janitor","fish","she/her","job","Uber driver",0,NA,NA,NA
"1417","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Stephanie","janitor","fish","she/her","pet","fish",1,NA,NA,NA
"1418","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Stephanie","janitor","fish","she/her","pronoun","they/them",0,"they decided to check on their kids.","they/them",0
"1419","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Emily","Uber driver","fish","they/them","job","nurse",0,NA,NA,NA
"1420","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Emily","Uber driver","fish","they/them","pet","cat",0,NA,NA,NA
"1421","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Emily","Uber driver","fish","they/them","pronoun","she/her",0,"They kicked back to unwind.","they/them",1
"1422","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Laura","accountant","cat","she/her","job","janitor",0,NA,NA,NA
"1423","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Laura","accountant","cat","she/her","pet","dog",0,NA,NA,NA
"1424","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Laura","accountant","cat","she/her","pronoun","she/her",1,"They decided to order a pizza.","they/them",0
"1425","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Jessica","teacher","fish","she/her","job","teacher",1,NA,NA,NA
"1426","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Jessica","teacher","fish","she/her","pet","fish",1,NA,NA,NA
"1427","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Jessica","teacher","fish","she/her","pronoun","they/them",0,"they decided to call a close friend to chat on phone.","they/them",0
"1428","40","32","Native (learned from birth)","male","psa","psa_3","1","0","James","nurse","dog","he/him","job","teacher",0,NA,NA,NA
"1429","40","32","Native (learned from birth)","male","psa","psa_3","1","0","James","nurse","dog","he/him","pet","cat",0,NA,NA,NA
"1430","40","32","Native (learned from birth)","male","psa","psa_3","1","0","James","nurse","dog","he/him","pronoun","he/him",1,"they decided to feed their pet.","they/them",0
"1431","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Amanda","engineer","dog","they/them","job","retail",0,NA,NA,NA
"1432","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Amanda","engineer","dog","they/them","pet","dog",1,NA,NA,NA
"1433","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Amanda","engineer","dog","they/them","pronoun","they/them",1,"they decided to make a tv dinner.","they/them",1
"1434","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Daniel","IT","cat","he/him","job","IT",1,NA,NA,NA
"1435","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Daniel","IT","cat","he/him","pet","cat",1,NA,NA,NA
"1436","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Daniel","IT","cat","he/him","pronoun","he/him",1,"he spent time relaxing.","he/him",1
"1437","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Melissa","retail","dog","she/her","job","food service",0,NA,NA,NA
"1438","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Melissa","retail","dog","she/her","pet","cat",0,NA,NA,NA
"1439","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Melissa","retail","dog","she/her","pronoun","she/her",1,"they decided to prep a meal.","they/them",0
"1440","40","32","Native (learned from birth)","male","psa","psa_3","1","0","Michael","salesperson","cat","he/him","job","sales",0,NA,NA,NA
"1441","41","29","Native (learned from birth)","male","story","story_3","0","1","Brian","mechanic","dog","they/them","job","IT",0,NA,NA,NA
"1442","41","29","Native (learned from birth)","male","story","story_3","0","1","Brian","mechanic","dog","they/them","pet","cat",0,NA,NA,NA
"1443","41","29","Native (learned from birth)","male","story","story_3","0","1","Michael","salesperson","cat","he/him","job","nurse",0,NA,NA,NA
"1444","41","29","Native (learned from birth)","male","story","story_3","0","1","Michael","salesperson","cat","he/him","pet","dog",0,NA,NA,NA
"1445","41","29","Native (learned from birth)","male","story","story_3","0","1","Michael","salesperson","cat","he/him","pronoun","he/him",1,"he opened a beer and watched TV","he/him",1
"1446","41","29","Native (learned from birth)","male","story","story_3","0","1","Brian","mechanic","dog","they/them","pronoun","they/them",1,"he took a warm shower","he/him",0
"1447","41","29","Native (learned from birth)","male","story","story_3","0","1","Jessica","teacher","fish","she/her","pet","fish",1,NA,NA,NA
"1448","41","29","Native (learned from birth)","male","story","story_3","0","1","Jessica","teacher","fish","she/her","pronoun","she/her",1,"she sat and watched tv with her family","she/her",1
"1449","41","29","Native (learned from birth)","male","story","story_3","0","1","Amanda","engineer","dog","they/them","job","sales",0,NA,NA,NA
"1450","41","29","Native (learned from birth)","male","story","story_3","0","1","Amanda","engineer","dog","they/them","pet","cat",0,NA,NA,NA
"1451","41","29","Native (learned from birth)","male","story","story_3","0","1","Amanda","engineer","dog","they/them","pronoun","they/them",1,"she took a bath and ate dinner","she/her",0
"1452","41","29","Native (learned from birth)","male","story","story_3","0","1","Laura","accountant","cat","she/her","job","accountant",1,NA,NA,NA
"1453","41","29","Native (learned from birth)","male","story","story_3","0","1","Laura","accountant","cat","she/her","pet","fish",0,NA,NA,NA
"1454","41","29","Native (learned from birth)","male","story","story_3","0","1","Laura","accountant","cat","she/her","pronoun","they/them",0,"she took a warm bath","she/her",1
"1455","41","29","Native (learned from birth)","male","story","story_3","0","1","Stephanie","janitor","fish","she/her","job","food service",0,NA,NA,NA
"1456","41","29","Native (learned from birth)","male","story","story_3","0","1","Stephanie","janitor","fish","she/her","pet","cat",0,NA,NA,NA
"1457","41","29","Native (learned from birth)","male","story","story_3","0","1","Stephanie","janitor","fish","she/her","pronoun","she/her",1,"took a shower and went to sleep.","none",0
"1458","41","29","Native (learned from birth)","male","story","story_3","0","1","Andrew","food service","cat","they/them","job","sales",0,NA,NA,NA
"1459","41","29","Native (learned from birth)","male","story","story_3","0","1","Jessica","teacher","fish","she/her","job","teacher",1,NA,NA,NA
"1460","41","29","Native (learned from birth)","male","story","story_3","0","1","Andrew","food service","cat","they/them","pronoun","they/them",1,"he cooked a meal and watched a movie.","he/him",0
"1461","41","29","Native (learned from birth)","male","story","story_3","0","1","Melissa","retail","dog","she/her","job","accountant",0,NA,NA,NA
"1462","41","29","Native (learned from birth)","male","story","story_3","0","1","Melissa","retail","dog","she/her","pet","fish",0,NA,NA,NA
"1463","41","29","Native (learned from birth)","male","story","story_3","0","1","Melissa","retail","dog","she/her","pronoun","she/her",1,"she heated up her leftovers from the previous night.","she/her",1
"1464","41","29","Native (learned from birth)","male","story","story_3","0","1","Emily","Uber driver","fish","they/them","job","Uber driver",1,NA,NA,NA
"1465","41","29","Native (learned from birth)","male","story","story_3","0","1","Emily","Uber driver","fish","they/them","pet","fish",1,NA,NA,NA
"1466","41","29","Native (learned from birth)","male","story","story_3","0","1","Emily","Uber driver","fish","they/them","pronoun","she/her",0,"she went to sleep.","she/her",0
"1467","41","29","Native (learned from birth)","male","story","story_3","0","1","Daniel","IT","cat","he/him","job","mechanic",0,NA,NA,NA
"1468","41","29","Native (learned from birth)","male","story","story_3","0","1","Daniel","IT","cat","he/him","pet","fish",0,NA,NA,NA
"1469","41","29","Native (learned from birth)","male","story","story_3","0","1","Daniel","IT","cat","he/him","pronoun","he/him",1,"he played some games on the computer","he/him",1
"1470","41","29","Native (learned from birth)","male","story","story_3","0","1","Kevin","doctor","fish","he/him","job","janitor",0,NA,NA,NA
"1471","41","29","Native (learned from birth)","male","story","story_3","0","1","Kevin","doctor","fish","he/him","pet","fish",1,NA,NA,NA
"1472","41","29","Native (learned from birth)","male","story","story_3","0","1","Andrew","food service","cat","they/them","pet","fish",0,NA,NA,NA
"1473","41","29","Native (learned from birth)","male","story","story_3","0","1","James","nurse","dog","he/him","job","teacher",0,NA,NA,NA
"1474","41","29","Native (learned from birth)","male","story","story_3","0","1","James","nurse","dog","he/him","pet","fish",0,NA,NA,NA
"1475","41","29","Native (learned from birth)","male","story","story_3","0","1","James","nurse","dog","he/him","pronoun","he/him",1,"he relaxed and watched a movie.","he/him",1
"1476","41","29","Native (learned from birth)","male","story","story_3","0","1","Kevin","doctor","fish","he/him","pronoun","she/her",0,"sat and ate dinner with his family and told them about his day.","they/them",0
"1477","42","38","Native (learned from birth)","male","both","both_2","1","1","Brian","Uber driver","cat","he/him","job","Uber driver",1,NA,NA,NA
"1478","42","38","Native (learned from birth)","male","both","both_2","1","1","Brian","Uber driver","cat","he/him","pet","cat",1,NA,NA,NA
"1479","42","38","Native (learned from birth)","male","both","both_2","1","1","Brian","Uber driver","cat","he/him","pronoun","he/him",1,"he studied French.","he/him",1
"1480","42","38","Native (learned from birth)","male","both","both_2","1","1","Amanda","IT","dog","she/her","pet","dog",1,NA,NA,NA
"1481","42","38","Native (learned from birth)","male","both","both_2","1","1","Amanda","IT","dog","she/her","pronoun","she/her",1,"she played a bit of guitar.","she/her",1
"1482","42","38","Native (learned from birth)","male","both","both_2","1","1","Melissa","doctor","cat","she/her","job","doctor",1,NA,NA,NA
"1483","42","38","Native (learned from birth)","male","both","both_2","1","1","Amanda","IT","dog","she/her","job","janitor",0,NA,NA,NA
"1484","42","38","Native (learned from birth)","male","both","both_2","1","1","Melissa","doctor","cat","she/her","pronoun","she/her",1,"they built a pillow fort.","they/them",0
"1485","42","38","Native (learned from birth)","male","both","both_2","1","1","Stephanie","salesperson","dog","she/her","job","nurse",0,NA,NA,NA
"1486","42","38","Native (learned from birth)","male","both","both_2","1","1","Stephanie","salesperson","dog","she/her","pet","cat",0,NA,NA,NA
"1487","42","38","Native (learned from birth)","male","both","both_2","1","1","Melissa","doctor","cat","she/her","pet","fish",0,NA,NA,NA
"1488","42","38","Native (learned from birth)","male","both","both_2","1","1","James","janitor","cat","they/them","job","janitor",1,NA,NA,NA
"1489","42","38","Native (learned from birth)","male","both","both_2","1","1","James","janitor","cat","they/them","pet","cat",1,NA,NA,NA
"1490","42","38","Native (learned from birth)","male","both","both_2","1","1","James","janitor","cat","they/them","pronoun","they/them",1,"they cleaned their kitchen.","they/them",1
"1491","42","38","Native (learned from birth)","male","both","both_2","1","1","Jessica","teacher","cat","they/them","job","teacher",1,NA,NA,NA
"1492","42","38","Native (learned from birth)","male","both","both_2","1","1","Jessica","teacher","cat","they/them","pet","cat",1,NA,NA,NA
"1493","42","38","Native (learned from birth)","male","both","both_2","1","1","Jessica","teacher","cat","they/them","pronoun","they/them",1,"they spent time with their significant other.","they/them",1
"1494","42","38","Native (learned from birth)","male","both","both_2","1","1","Michael","mechanic","fish","he/him","job","mechanic",1,NA,NA,NA
"1495","42","38","Native (learned from birth)","male","both","both_2","1","1","Michael","mechanic","fish","he/him","pet","cat",0,NA,NA,NA
"1496","42","38","Native (learned from birth)","male","both","both_2","1","1","Michael","mechanic","fish","he/him","pronoun","he/him",1,"he played video games.","he/him",1
"1497","42","38","Native (learned from birth)","male","both","both_2","1","1","Daniel","retail","fish","they/them","job","IT",0,NA,NA,NA
"1498","42","38","Native (learned from birth)","male","both","both_2","1","1","Daniel","retail","fish","they/them","pet","fish",1,NA,NA,NA
"1499","42","38","Native (learned from birth)","male","both","both_2","1","1","Daniel","retail","fish","they/them","pronoun","they/them",1,"he decided to watch TV.","he/him",0
"1500","42","38","Native (learned from birth)","male","both","both_2","1","1","Stephanie","salesperson","dog","she/her","pronoun","she/her",1,"she spent quality time with her dog.","she/her",1
"1501","42","38","Native (learned from birth)","male","both","both_2","1","1","Laura","accountant","dog","they/them","pet","dog",1,NA,NA,NA
"1502","42","38","Native (learned from birth)","male","both","both_2","1","1","Laura","accountant","dog","they/them","pronoun","they/them",1,"she worked on a puzzle.","she/her",0
"1503","42","38","Native (learned from birth)","male","both","both_2","1","1","Kevin","food service","dog","he/him","job","Uber driver",0,NA,NA,NA
"1504","42","38","Native (learned from birth)","male","both","both_2","1","1","Kevin","food service","dog","he/him","pet","dog",1,NA,NA,NA
"1505","42","38","Native (learned from birth)","male","both","both_2","1","1","Kevin","food service","dog","he/him","pronoun","they/them",0,"he was exhausted.","he/him",1
"1506","42","38","Native (learned from birth)","male","both","both_2","1","1","Andrew","engineer","fish","he/him","job","engineer",1,NA,NA,NA
"1507","42","38","Native (learned from birth)","male","both","both_2","1","1","Andrew","engineer","fish","he/him","pet","fish",1,NA,NA,NA
"1508","42","38","Native (learned from birth)","male","both","both_2","1","1","Andrew","engineer","fish","he/him","pronoun","they/them",0,"he fed his pet.","he/him",1
"1509","42","38","Native (learned from birth)","male","both","both_2","1","1","Emily","nurse","fish","she/her","job","food service",0,NA,NA,NA
"1510","42","38","Native (learned from birth)","male","both","both_2","1","1","Emily","nurse","fish","she/her","pet","dog",0,NA,NA,NA
"1511","42","38","Native (learned from birth)","male","both","both_2","1","1","Emily","nurse","fish","she/her","pronoun","she/her",1,"she did her homework.","she/her",1
"1512","42","38","Native (learned from birth)","male","both","both_2","1","1","Laura","accountant","dog","they/them","job","accountant",1,NA,NA,NA
"1513","43","54","Native (learned from birth)","male","both","both_2","1","1","Jessica","teacher","cat","they/them","pet","dog",0,NA,NA,NA
"1514","43","54","Native (learned from birth)","male","both","both_2","1","1","Jessica","teacher","cat","they/them","pronoun","they/them",1,"they picked up their mail inside the mailbox.","they/them",1
"1515","43","54","Native (learned from birth)","male","both","both_2","1","1","Michael","mechanic","fish","he/him","job","mechanic",1,NA,NA,NA
"1516","43","54","Native (learned from birth)","male","both","both_2","1","1","Jessica","teacher","cat","they/them","job","teacher",1,NA,NA,NA
"1517","43","54","Native (learned from birth)","male","both","both_2","1","1","Michael","mechanic","fish","he/him","pronoun","he/him",1,"he decided to watch a movie.","he/him",1
"1518","43","54","Native (learned from birth)","male","both","both_2","1","1","Laura","accountant","dog","they/them","job","accountant",1,NA,NA,NA
"1519","43","54","Native (learned from birth)","male","both","both_2","1","1","Laura","accountant","dog","they/them","pet","cat",0,NA,NA,NA
"1520","43","54","Native (learned from birth)","male","both","both_2","1","1","Laura","accountant","dog","they/them","pronoun","they/them",1,"they opened the windows in the house.","they/them",1
"1521","43","54","Native (learned from birth)","male","both","both_2","1","1","Brian","Uber driver","cat","he/him","job","Uber driver",1,NA,NA,NA
"1522","43","54","Native (learned from birth)","male","both","both_2","1","1","Brian","Uber driver","cat","he/him","pet","fish",0,NA,NA,NA
"1523","43","54","Native (learned from birth)","male","both","both_2","1","1","Brian","Uber driver","cat","he/him","pronoun","he/him",1,"he cleaned out his car.","he/him",1
"1524","43","54","Native (learned from birth)","male","both","both_2","1","1","Kevin","food service","dog","he/him","job","doctor",0,NA,NA,NA
"1525","43","54","Native (learned from birth)","male","both","both_2","1","1","Kevin","food service","dog","he/him","pet","cat",0,NA,NA,NA
"1526","43","54","Native (learned from birth)","male","both","both_2","1","1","Kevin","food service","dog","he/him","pronoun","he/him",1,"he made dinner for his family.","he/him",1
"1527","43","54","Native (learned from birth)","male","both","both_2","1","1","Melissa","doctor","cat","she/her","job","retail",0,NA,NA,NA
"1528","43","54","Native (learned from birth)","male","both","both_2","1","1","Melissa","doctor","cat","she/her","pet","dog",0,NA,NA,NA
"1529","43","54","Native (learned from birth)","male","both","both_2","1","1","Michael","mechanic","fish","he/him","pet","fish",1,NA,NA,NA
"1530","43","54","Native (learned from birth)","male","both","both_2","1","1","Emily","nurse","fish","she/her","job","nurse",1,NA,NA,NA
"1531","43","54","Native (learned from birth)","male","both","both_2","1","1","Emily","nurse","fish","she/her","pet","fish",1,NA,NA,NA
"1532","43","54","Native (learned from birth)","male","both","both_2","1","1","Emily","nurse","fish","she/her","pronoun","she/her",1,"she logged on to the Internet.","she/her",1
"1533","43","54","Native (learned from birth)","male","both","both_2","1","1","Amanda","IT","dog","she/her","job","IT",1,NA,NA,NA
"1534","43","54","Native (learned from birth)","male","both","both_2","1","1","Amanda","IT","dog","she/her","pet","dog",1,NA,NA,NA
"1535","43","54","Native (learned from birth)","male","both","both_2","1","1","Amanda","IT","dog","she/her","pronoun","she/her",1,"she mowed the grass.","she/her",1
"1536","43","54","Native (learned from birth)","male","both","both_2","1","1","Stephanie","salesperson","dog","she/her","job","sales",0,NA,NA,NA
"1537","43","54","Native (learned from birth)","male","both","both_2","1","1","Stephanie","salesperson","dog","she/her","pet","dog",1,NA,NA,NA
"1538","43","54","Native (learned from birth)","male","both","both_2","1","1","Stephanie","salesperson","dog","she/her","pronoun","she/her",1,"she called her best friend.","she/her",1
"1539","43","54","Native (learned from birth)","male","both","both_2","1","1","Daniel","retail","fish","they/them","job","engineer",0,NA,NA,NA
"1540","43","54","Native (learned from birth)","male","both","both_2","1","1","Daniel","retail","fish","they/them","pet","fish",1,NA,NA,NA
"1541","43","54","Native (learned from birth)","male","both","both_2","1","1","Daniel","retail","fish","they/them","pronoun","they/them",1,"they folded laundry.","they/them",1
"1542","43","54","Native (learned from birth)","male","both","both_2","1","1","Andrew","engineer","fish","he/him","job","retail",0,NA,NA,NA
"1543","43","54","Native (learned from birth)","male","both","both_2","1","1","Andrew","engineer","fish","he/him","pet","fish",1,NA,NA,NA
"1544","43","54","Native (learned from birth)","male","both","both_2","1","1","Andrew","engineer","fish","he/him","pronoun","he/him",1,"he met his friends at the park.","he/him",1
"1545","43","54","Native (learned from birth)","male","both","both_2","1","1","James","janitor","cat","they/them","job","janitor",1,NA,NA,NA
"1546","43","54","Native (learned from birth)","male","both","both_2","1","1","James","janitor","cat","they/them","pet","fish",0,NA,NA,NA
"1547","43","54","Native (learned from birth)","male","both","both_2","1","1","James","janitor","cat","they/them","pronoun","they/them",1,"they went to take a shower.","they/them",1
"1548","43","54","Native (learned from birth)","male","both","both_2","1","1","Melissa","doctor","cat","she/her","pronoun","she/her",1,"she went straight to bed.","she/her",1
"1549","44","24","Native (learned from birth)","female","both","both_3","1","1","Emily","Uber driver","fish","they/them","job","Uber driver",1,NA,NA,NA
"1550","44","24","Native (learned from birth)","female","both","both_3","1","1","Emily","Uber driver","fish","they/them","pronoun","they/them",1,"they ate dinner as they watched Netflix.","they/them",1
"1551","44","24","Native (learned from birth)","female","both","both_3","1","1","Melissa","retail","dog","she/her","job","sales",0,NA,NA,NA
"1552","44","24","Native (learned from birth)","female","both","both_3","1","1","Melissa","retail","dog","she/her","pet","dog",1,NA,NA,NA
"1553","44","24","Native (learned from birth)","female","both","both_3","1","1","Emily","Uber driver","fish","they/them","pet","fish",1,NA,NA,NA
"1554","44","24","Native (learned from birth)","female","both","both_3","1","1","James","nurse","dog","he/him","job","nurse",1,NA,NA,NA
"1555","44","24","Native (learned from birth)","female","both","both_3","1","1","James","nurse","dog","he/him","pet","dog",1,NA,NA,NA
"1556","44","24","Native (learned from birth)","female","both","both_3","1","1","James","nurse","dog","he/him","pronoun","he/him",1,"he relaxed and watched television on the sofa.","he/him",1
